Timestamp,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
42.088950,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.142490,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.190070,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.240370,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.290470,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.341220,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.391190,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.441390,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.492070,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.542370,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.592950,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.643240,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.694300,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.744190,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.794190,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.844990,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.894990,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.945020,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
42.995880,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.046700,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.096930,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.146810,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.197490,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.248090,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.298040,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.349370,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.399650,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.450190,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.500330,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.551220,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.601750,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.652230,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
43.704700,-10.318850,0.172373,3.706537,0.000000,-0.704388,0.000000,0.709815
